Text,Emotion,Intensity,Clean_Text
When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger,0.604,rudely say woman long hair inner feminist try rage
"Absolutely raging at the changes to CAS, what a joke",anger,0.604,absolutely rage change cas joke
Girls irritate me so much lol,anger,0.527,girl irritate lol
@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,anger,0.604,wait figure like real quick irritation
@xxmariab listen yh don't provoke me cos I'll make you cry,anger,0.604,listen yh provoke cos cry
@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447,pizza fail
Bloody parking ticket ðŸ˜’ðŸ’¸ ,anger,0.583,bloody parking ticket
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,0.583,apparently contact sofas mean deliver today old one gone sit floor sofas
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583,yes helpful need sort asap promise stuff happen
"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger,0.583,like rape apologist inadvertently man sound like rabid mindless beast friend like
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,0.583,get angry tell year old guy look girl like feel
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger,0.583,shoot black police woman typical looney toon thinking
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,sex offense happen race culture creed amp castrate
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,0.583,prudence suggest bump week view skepticism medium hrc axi
@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger,0.583,rabid dog ride child eat flesh fellow limb adult
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger,0.583,thing attack hating bad make like angry vengeful behavior detest
Delete this shit Josh just screenshotted my snap me,anger,0.583,delete shit josh screenshotte snap
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583,priority list thing outraged order
@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger,0.583,true spit venom bitter stripe like old man yell porch
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming,anger,0.583,watch greys anatomy shonda rime take away og
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583,wonder happen tell people truth
"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583,find love like love revenge
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger,0.583,turn surprise late work
"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger,0.583,case amp unavoidable sudden excitement sin
@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;),anger,0.583,shit begin describe fiery little demon straight hell
I am just so bitter today ðŸ˜,anger,0.583,bitter today
@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger,0.5,white cop kill black people outrage strange society
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,anger,0.583,team draw hat daily personality
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,0.583,head home cut grass heat wanna eat air condition
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,0.583,ooooooooh god uuuugggghhhhhhhhh
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ ,anger,0.583,watch greys anatomy shonda rime take away og
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583,specific amp intentional way intention provoke conversation systemic racism black
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger,0.583,give kendrick lamar eat barbecue
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,0.583,say talk will uncontrollable animal move link comment help
@alicehouston18 sorry I'm just angry my drone flew away,anger,0.583,sorry angry drone fly away
@carefreeash_ id be fuming,anger,0.583,d fume
@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger,0.562,shut hashtag cool
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger,0.562,know trust word soft ignore anger focus hurt beneath know screw
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger,0.562,wonder american city protest police shooting smh
Why mfs so bitter,anger,0.562,mfs bitter
"im on holiday for the next round, fuming!",anger,0.562,m holiday round fume
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598,miss fact swung sister face golf club previously fit
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,0.562,point vote trump push piece board game like angry toddler wreck everybody
"Like if you aggravate me constantly, byeeeeeeee",anger,0.562,like aggravate constantly byeeeeeeee
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562,rip black man woman child kill chicago outrage
Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,0.562,inpoure letter die subsist checking quaint virtuoso way fine huff l
hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger,0.562,hit child discipline rage hypocrite
sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562,
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger,0.562,king say matter fact come psycho don far affront
@JuliaHB1 Bloody right ,anger,0.562,bloody right
i have so much hw tonight im offended,anger,0.519,hw tonight m offend
Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562,like hello bear laugh joke
"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger,0.562,outrage pass replace mute fatalistic acceptance current situation
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,0.562,wee pop sock fall inside shoe
and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562,apparently suppose scottish accent
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic worldâ€. â€¢",anger,0.562,seek conduct attack israel intend provoke reaction inflame feel islamic worldâ â
Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger,0.562,lose frequency janieck devy reality gestort aber geil remix rage shoutdrive
@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger,0.562,miss
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562,eye eye indian army forgive forget revenge pakistan break law follow
Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,0.562,bad juror michelle nicole big threat
luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,0.562,luv see man scowl face walk protein shaker clench fist immediately stop n suck dick
Fake people irritate me,anger,0.562,fake people irritate
Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger,0.562,say america fortunate black people want equality revenge
#Anger or #wrath is an intense emotional response.,anger,0.562,intense emotional response
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,aa right passage come n word insult church ignorant
if we let that in id be fuming poor keeping,anger,0.562,let d fume poor keeping
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562,yeah see float online theory probably bitter stan ignore pet v vet crap
"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger,0.562,east wind blue summer durban s africa surf get badly carefull harm
